data_extracao,ano,mes,cod_orgao,nome_orgao,cod_categoria,nome_categoria,cod_origem,nome_origem,cod_especie,nome_especie,cod_desdobramento1,nome_desdobramento1,cod_tipo,nome_tipo,valor_arrecadado,valor_orcado
2019-09-13 10:14:18,2018,12,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180111,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL,20754224.83,0.00
2019-09-13 10:14:18,2018,2,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180112,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS,8717.98,0.00
2019-09-13 10:14:18,2018,6,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180112,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS,1429.38,0.00
2019-09-13 10:14:18,2018,12,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180112,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS,2397.25,0.00
2019-09-13 10:14:18,2018,4,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180113,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA,1356510.10,0.00
2019-09-13 10:14:18,2018,6,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180141,ITBI - PRINCIPAL,11944242.63,0.00
2019-09-13 10:14:18,2018,7,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180141,ITBI - PRINCIPAL,5893723.36,0.00
2019-09-13 10:14:18,2018,11,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180141,ITBI - PRINCIPAL,5391489.90,0.00
2019-09-13 10:14:18,2018,5,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180142,ITBI - MULTAS E JUROS,222582.92,0.00
2019-09-13 10:14:18,2018,9,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180142,ITBI - MULTAS E JUROS,709.56,0.00
2019-09-13 10:14:18,2018,5,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180143,ITBI - DÍVIDA ATIVA,184357.71,0.00
2019-09-13 10:14:18,2018,7,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180143,ITBI - DÍVIDA ATIVA,250822.79,0.00
2019-09-13 10:14:18,2018,11,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180143,ITBI - DÍVIDA ATIVA,49934.79,0.00
2019-09-13 10:14:18,2018,1,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180144,ITBI - DÍVIDA AT. - MULTAS E JUROS,57526.11,0.00
2019-09-13 10:14:18,2018,3,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180144,ITBI - DÍVIDA AT. - MULTAS E JUROS,48917.16,0.00
2019-09-13 10:14:18,2018,5,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180144,ITBI - DÍVIDA AT. - MULTAS E JUROS,95487.98,0.00
2019-09-13 10:14:18,2018,9,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180144,ITBI - DÍVIDA AT. - MULTAS E JUROS,67173.97,0.00
2019-09-13 10:14:18,2018,7,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180231,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL,47097908.16,0.00
2019-09-13 10:14:18,2018,2,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1113,IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,11130311,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PRINCIPAL,0.00,0.00
2019-09-13 10:14:18,2018,8,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1113,IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,11130311,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PRINCIPAL,0.00,0.00
2019-09-13 10:14:18,2018,12,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1113,IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,11130311,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PRINCIPAL,0.00,0.00
2019-09-13 10:14:18,2018,2,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1113,IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,11130341,IMPOSTO S/ A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PRINCIPAL,156156.93,0.00
2019-09-13 10:14:18,2018,6,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1113,IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,11130341,IMPOSTO S/ A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PRINCIPAL,107018.93,0.00
2019-09-13 10:14:18,2018,12,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1113,IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,11130341,IMPOSTO S/ A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PRINCIPAL,81642.62,0.00
2019-09-13 10:14:18,2018,4,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180113,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA,5426039.61,0.00
2019-09-13 10:14:18,2018,12,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180113,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA,4895201.39,0.00
2019-09-13 10:14:18,2018,4,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180113,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA,2260849.81,0.00
2019-09-13 10:14:18,2018,6,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180114,IPTU - DÍV. AT. - MULTAS E JUROS,1054258.21,0.00
2019-09-13 10:14:18,2018,10,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180114,IPTU - DÍV. AT. - MULTAS E JUROS,1105342.75,0.00
2019-09-13 10:14:18,2018,12,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180114,IPTU - DÍV. AT. - MULTAS E JUROS,1035737.39,0.00
2019-09-13 10:14:18,2018,4,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180114,IPTU - DÍV. AT. - MULTAS E JUROS,461431.66,0.00
2019-09-13 10:14:18,2018,6,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180114,IPTU - DÍV. AT. - MULTAS E JUROS,439274.21,0.00
2019-09-13 10:14:18,2018,10,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180114,IPTU - DÍV. AT. - MULTAS E JUROS,460559.43,0.00
2019-09-13 10:14:18,2018,4,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1113,IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,11130341,IMPOSTO S/ A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PRINCIPAL,800.69,0.00
2019-09-13 10:14:18,2018,6,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180111,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL,2960316.38,0.00
2019-09-13 10:14:18,2018,10,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180111,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL,2597415.63,0.00
2019-09-13 10:14:18,2018,5,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180143,ITBI - DÍVIDA ATIVA,76815.68,0.00
2019-09-13 10:14:18,2018,3,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180231,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL,40623029.18,0.00
2019-09-13 10:14:18,2018,9,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180231,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL,48580502.81,0.00
2019-09-13 10:14:18,2018,1,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180231,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL,22139140.43,0.00
2019-09-13 10:14:18,2018,9,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180231,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL,20241876.12,0.00
2019-09-13 10:14:18,2018,11,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180232,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS,676101.60,0.00
2019-09-13 10:14:18,2018,3,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180232,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS,233101.82,0.00
2019-09-13 10:14:18,2018,5,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180232,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS,267353.30,0.00
2019-09-13 10:14:18,2018,7,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180232,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS,222573.89,0.00
2019-09-13 10:14:18,2018,3,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1113,IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,11130311,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PRINCIPAL,0.00,0.00
2019-09-13 10:14:18,2018,9,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1113,IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,11130311,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PRINCIPAL,0.00,0.00
2019-09-13 10:14:18,2018,11,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1113,IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,11130311,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PRINCIPAL,145062.85,0.00
2019-09-13 10:14:18,2018,5,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180114,IPTU - DÍV. AT. - MULTAS E JUROS,554953.80,0.00
2019-09-13 10:14:18,2018,7,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1113,IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,11130341,IMPOSTO S/ A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PRINCIPAL,468.70,0.00
2019-09-13 10:14:18,2018,1,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180111,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL,27826469.53,0.00
2019-09-13 10:14:18,2018,5,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180111,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL,2916132.27,0.00
2019-09-13 10:14:18,2018,1,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180112,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS,44962.99,0.00
2019-09-13 10:14:18,2018,3,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180113,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA,1238722.42,0.00
2019-09-13 10:14:18,2018,7,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180113,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA,1395740.02,0.00
2019-09-13 10:14:18,2018,9,1100,ADMINISTRAÇÃO CENTRALIZADA,1,RECEITAS CORRENTES,11,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",111,IMPOSTOS,1118,"IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS",11180113,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA,1208005.93,0.00
